Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
When did military instruction start at the place where Larry Alcala was educated?,When did military instruction begin at the University of the Philippines?,Military instruction began at the University of the Philippines in 1912.,1922,False,0.25,0.0,预测答案“1922”与标准答案“1912”在年份上存在明显差异，这直接导致关键信息不一致。虽然两者都涉及军事教育开始的具体年份，但相差十年意味着预测答案未能准确反映历史事实。因此，预测答案在语义上不等价于标准答案，无法正确回答问题。,3 July 1922,False,0.4,0.0,预测答案“3 July 1922”与标准答案“1912”在年份上存在明显差异，这表示两者在关键时间信息上不一致。虽然预测答案提供了具体的日期，但标准答案仅提及年份，且1912年与1922年相差十年，无法被视为语义上的等价或细微措辞差异。因此，预测答案未能正确回答关于军事指导在菲律宾大学开始时间的问题。
What county shares a border with Cedar Springs?,Where is Cedar Springs located?,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.","Cedar Springs is an unincorporated community in west Falls County, Texas, United States. It is located on Farm-to-market road #2027.",True,0.962962962962963,0.0,明确指出Cedar Springs是德克萨斯州福尔斯县西部的一个非建制社区，并具体说明其位于Farm-to-market road #2027。尽管预测答案将位置信息分为两句话表述，而标准答案合并为一句，但两者在语义上完全等价，核心事实（地点性质、行政归属、具体道路）完全一致，措辞差异不影响信息准确性。,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States. It is located on Farm-to-market road #2027.",True,0.962962962962963,0.0,明确指出Cedar Springs是德克萨斯州福尔斯县西部的一个非建制社区，并具体说明其位于Farm-to-market road #2027。尽管预测答案将位置信息分为两句话表述，而标准答案合并为一句，但两者在语义上完全等价，核心事实（地点性质、行政归属、具体道路）完全一致，措辞差异不影响信息准确性。
What county shares a border with Cedar Springs?,"Which counties share a border with Falls County, Texas?",Bell County shares a border with Falls County.,"Bell County, Knox County, and Caldwell County share borders with Falls County, Texas. This can be inferred from the information provided about Troy Independent School District, which serves parts of Falls County and extends into Bell County, and the details about Pine Springs, Texas, which is in Knox County and is close to Falls County. While not explicitly stated, it is reasonable to infer that Caldwell County borders Falls County based on the geographical context and the fact that the information provided does not mention any other counties bordering Falls County.",False,0.10101010101010101,0.0,预测答案错误地声称Knox County和Caldwell County与Falls County接壤，而标准答案仅确认Bell County与Falls County接壤。虽然预测答案包含了标准答案的关键信息（Bell County），但它添加了未经证实的额外信息，导致语义上不等价，且可能基于不准确的推断或错误的地理假设，这违反了判断标准中关于语义等价的要求。,"Bell County, Williamson County, and Knox County share a border with Falls County, Texas.",False,0.47619047619047616,0.0,预测答案声称Williamson County和Knox County与Falls County接壤，但根据标准答案，只有Bell County与Falls County接壤。预测答案中包含了错误的地理信息，这导致其与标准答案在语义上不等价，且未能正确反映事实。因此，尽管预测答案包含了标准答案的关键信息（Bell County），但由于添加了不正确的额外内容，整体答案不正确。
Bancroft's county borders what county?,Where is Bancroft located?,"Bancroft is located in Ontario, Canada.","Bancroft is located in Ontario, Canada and serves students in the northern portion of Hastings County.",True,0.6428571428571429,0.0,"预测答案不仅完全包含了标准答案的关键信息“Bancroft is located in Ontario, Canada”，还额外提供了关于其服务范围的细节。这并未改变核心地理位置的准确性，反而在语义上与标准答案等价，且措辞差异属于细微补充，整体意思保持一致，因此正确回答了问题。","Bancroft is located in Ontario, Canada and serves students in the northern portion of Hastings County.",True,0.6428571428571429,0.0,"预测答案不仅完全包含了标准答案的关键信息“Bancroft is located in Ontario, Canada”，还额外提供了关于其服务范围的细节。这并未改变核心地理位置的准确性，反而在语义上与标准答案等价，且措辞差异属于细微补充，整体意思保持一致，因此正确回答了问题。"
Bancroft's county borders what county?,"Which county is Bancroft, Ontario located in?","Bancroft, Ontario is located in Hastings County.",Hastings County,True,0.28571428571428575,0.0,预测答案“Hastings County”直接提供了标准答案中的核心信息，即班克罗夫特所在的县名。虽然标准答案以完整句子形式呈现，但预测答案在语义上完全等价，没有遗漏关键内容。根据判断标准，允许措辞差异，只要意思一致即可，因此预测答案正确回答了问题。,Hastings County,True,0.28571428571428575,0.0,预测答案“Hastings County”直接提供了标准答案中的核心信息，即班克罗夫特所在的县名。虽然标准答案以完整句子形式呈现，但预测答案在语义上完全等价，没有遗漏关键内容。根据判断标准，允许措辞差异，只要意思一致即可，因此预测答案正确回答了问题。
Bancroft's county borders what county?,Which counties border Hastings County in Ontario?,Renfrew County and Haliburton County border Hastings County in Ontario.,Renfrew County and Haliburton County,True,0.6956521739130436,0.0,预测答案“Renfrew County and Haliburton County”完整包含了标准答案中提到的两个关键县名，且与标准答案的核心信息完全一致。虽然预测答案省略了“border Hastings County in Ontario”这一背景描述，但问题明确询问的是哪些县与Hastings County接壤，因此直接列出县名已足以正确回答问题。在语义上，预测答案与标准答案的关键内容等价，且没有引入错误或多余信息，符合允许措辞差异但意思一致的标准。,"Wellington, Renfrew, and Haliburton counties border Hastings County in Ontario.",False,0.8387096774193549,0.0,预测答案错误地包含了Wellington County，而标准答案中并未提及该县与Hastings County接壤。虽然预测答案包含了Renfrew和Haliburton这两个正确的县，但添加了不准确的信息，导致整体答案与标准答案在语义上不等价。根据地理事实，Hastings County实际上与Renfrew、Haliburton、Lennox and Addington等县接壤，但Wellington County并不直接相邻，因此预测答案未能正确回答问题。
Who is the father of Empress Wang's husband?,Who is Empress Wang's husband?,"Empress Wang's husband was Yang Pu (Emperor Rui), the final ruler of the Chinese state Wu during the Five Dynasties and Ten Kingdoms period.",Yang Pu,True,0.07407407407407407,0.0,预测答案“Yang Pu”直接包含了标准答案中的核心关键信息，即王皇后的丈夫是杨溥。虽然预测答案省略了“Emperor Rui”和“Wu during the Five Dynasties and Ten Kingdoms period”等背景细节，但这些内容属于补充说明，不影响对问题核心“丈夫是谁”的回答。在语义上，“Yang Pu”与标准答案的主体部分完全等价，且措辞简洁，符合允许细微差异的要求，因此正确回答了问题。,Yang Pu,True,0.07407407407407407,0.0,预测答案“Yang Pu”直接包含了标准答案中的核心关键信息，即王皇后的丈夫是杨溥。虽然预测答案省略了“Emperor Rui”和“Wu during the Five Dynasties and Ten Kingdoms period”等背景细节，但这些内容属于补充说明，不影响对问题核心“丈夫是谁”的回答。在语义上，“Yang Pu”与标准答案的主体部分完全等价，且措辞简洁，符合允许细微差异的要求，因此正确回答了问题。
Who is the father of Empress Wang's husband?,Who was the father of Yang Pu (Emperor Rui of Wu)?,"Yang Pu's father was Yang Xingmi, a late-Tang Dynasty warlord and military governor of Huainan Circuit.",Yang Xingmi,True,0.25,0.0,预测答案“Yang Xingmi”直接提供了标准答案中的核心信息，即杨溥的父亲是杨行密。虽然预测答案省略了标准答案中关于杨行密身份（晚唐军阀、淮南节度使）的补充描述，但这并不影响其正确回答问题的本质。因为问题仅询问父子关系，预测答案在语义上与标准答案的关键部分完全等价，且措辞差异属于可接受范围，准确满足了判断标准。,Yang Xingmi,True,0.25,0.0,预测答案“Yang Xingmi”直接提供了标准答案中的核心信息，即杨溥的父亲是杨行密。虽然预测答案省略了标准答案中关于杨行密身份（晚唐军阀、淮南节度使）的补充描述，但这并不影响其正确回答问题的本质。因为问题仅询问父子关系，预测答案在语义上与标准答案的关键部分完全等价，且措辞差异属于可接受范围，准确满足了判断标准。
Who played the king that was king of england in 1951 in the king's speech?,Who was the king of England in 1951?,George VI was the King of the United Kingdom in 1951.,George VI,True,0.2666666666666667,0.0,"预测答案""George VI""直接提供了标准答案中的核心实体，即1951年英格兰国王的身份。虽然预测答案省略了标准答案中""was the King of the United Kingdom in 1951""的完整表述，但""George VI""这一专有名词已明确指向历史人物，且在历史语境中默认对应其君主身份与在位时期。这种简洁回答在语义上与标准答案完全等价，符合""关键信息包含""和""语义等价""的判断标准，无需冗余说明即可准确回答问题。",George VI,True,0.2666666666666667,0.0,"预测答案""George VI""直接提供了标准答案中的核心实体，即1951年英格兰国王的身份。虽然预测答案省略了标准答案中""was the King of the United Kingdom in 1951""的完整表述，但""George VI""这一专有名词已明确指向历史人物，且在历史语境中默认对应其君主身份与在位时期。这种简洁回答在语义上与标准答案完全等价，符合""关键信息包含""和""语义等价""的判断标准，无需冗余说明即可准确回答问题。"
Who played the king that was king of england in 1951 in the king's speech?,Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”完全符合标准答案，不仅包含了关键信息，而且在语义上与标准答案完全等价，没有任何措辞差异。该答案直接、准确地指出了在电影《国王的演讲》中扮演国王乔治六世的演员，与问题要求完全一致，因此正确回答了问题。,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”完全符合标准答案，不仅包含了关键信息，而且在语义上与标准答案完全等价，没有任何措辞差异。该答案直接、准确地指出了在电影《国王的演讲》中扮演国王乔治六世的演员，与问题要求完全一致，因此正确回答了问题。
When was John's eldest son crowned?,Who is John's eldest son?,Henry III,"John III, Margrave of Brandenburg-Salzwedel",False,0.15384615384615385,0.0,"预测答案“John III, Margrave of Brandenburg-Salzwedel”与标准答案“Henry III”在语义上完全不一致，两者指代的是不同的人物和历史背景。标准答案明确指向亨利三世，而预测答案却提到了勃兰登堡-萨尔茨韦德尔藩侯约翰三世，这属于身份和名称上的根本错误。预测答案未能包含标准答案的任何关键信息，也不存在措辞上的细微差异，因此无法正确回答问题。",Henry III,True,1.0,1.0,预测答案“Henry III”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了“John's eldest son”的身份问题，符合所有判断标准，包括信息匹配、语义一致性和允许的细微差异范围。因此，预测答案正确无误地回应了问题。
When was John's eldest son crowned?,When was John's eldest son crowned?,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,True,0.25,0.0,预测答案“1284”准确包含了标准答案中的核心时间信息，即约翰一世（或耶路撒冷的约翰二世）加冕的年份。尽管预测答案省略了具体日期“5月11日”和人物全称，但问题询问的是“何时”，年份是回答的关键要素，语义上与标准答案的年份部分完全一致，符合允许措辞差异且意思保持等价的要求。,1284,True,0.25,0.0,预测答案“1284”准确包含了标准答案中的核心时间信息，即约翰一世（或耶路撒冷的约翰二世）加冕的年份。尽管预测答案省略了具体日期“5月11日”和人物全称，但问题询问的是“何时”，年份是回答的关键要素，语义上与标准答案的年份部分完全一致，符合允许措辞差异且意思保持等价的要求。
When was John's eldest son crowned?,When was John's eldest son crowned?,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,True,0.25,0.0,预测答案“1284”准确包含了标准答案中的核心时间信息，即约翰一世（或耶路撒冷的约翰二世）加冕的年份。尽管预测答案省略了具体日期“5月11日”和人物全称，但问题询问的是“何时”，年份是回答的关键要素，语义上与标准答案的年份部分完全一致，符合允许措辞差异且意思保持等价的要求。,1284,True,0.25,0.0,预测答案“1284”准确包含了标准答案中的核心时间信息，即约翰一世（或耶路撒冷的约翰二世）加冕的年份。尽管预测答案省略了具体日期“5月11日”和人物全称，但问题询问的是“何时”，年份是回答的关键要素，语义上与标准答案的年份部分完全一致，符合允许措辞差异且意思保持等价的要求。
When was John's eldest son crowned?,When was John's eldest son crowned?,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,True,0.25,0.0,预测答案“1284”准确包含了标准答案中的核心时间信息，即约翰一世（或耶路撒冷的约翰二世）加冕的年份。尽管预测答案省略了具体日期“5月11日”和人物全称，但问题询问的是“何时”，年份是回答的关键要素，语义上与标准答案的年份部分完全一致，符合允许措辞差异且意思保持等价的要求。,1284,True,0.25,0.0,预测答案“1284”准确包含了标准答案中的核心时间信息，即约翰一世（或耶路撒冷的约翰二世）加冕的年份。尽管预测答案省略了具体日期“5月11日”和人物全称，但问题询问的是“何时”，年份是回答的关键要素，语义上与标准答案的年份部分完全一致，符合允许措辞差异且意思保持等价的要求。
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Who played Thelma in Thelma and Louise?,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,True,0.35294117647058826,0.0,"预测答案""Geena Davis""完整包含了标准答案中的核心信息，即演员姓名，且与标准答案""Geena Davis played Thelma in Thelma and Louise""在语义上完全等价。尽管预测答案省略了动词和角色电影名称，但问题明确询问""谁饰演了Thelma""，直接回答演员姓名已准确满足查询需求，符合""关键信息一致""和""语义等价""的判断标准。",Geena Davis,True,0.35294117647058826,0.0,"预测答案""Geena Davis""完整包含了标准答案中的核心信息，即演员姓名，且与标准答案""Geena Davis played Thelma in Thelma and Louise""在语义上完全等价。尽管预测答案省略了动词和角色电影名称，但问题明确询问""谁饰演了Thelma""，直接回答演员姓名已准确满足查询需求，符合""关键信息一致""和""语义等价""的判断标准。"
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,What character did Geena Davis play in the movie A League of Their Own?,Geena Davis played the character Dottie Hinson.,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接提供了标准答案中的核心信息，即吉娜·戴维斯在电影《红粉联盟》中饰演的角色名称。尽管预测答案省略了“Geena Davis played the character”这一部分表述，但其内容在语义上与标准答案完全等价，且关键信息准确无误，符合允许措辞差异的判断标准。因此，预测答案正确回答了问题。,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接提供了标准答案中的核心信息，即吉娜·戴维斯在电影《红粉联盟》中饰演的角色名称。尽管预测答案省略了“Geena Davis played the character”这一部分表述，但其内容在语义上与标准答案完全等价，且关键信息准确无误，符合允许措辞差异的判断标准。因此，预测答案正确回答了问题。
"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Who played Thelma in Thelma and Louise?,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,True,0.35294117647058826,0.0,"预测答案""Geena Davis""完整包含了标准答案中的核心信息，即演员姓名，且与标准答案""Geena Davis played Thelma in Thelma and Louise""在语义上完全等价。尽管预测答案省略了动词和角色电影名称，但问题明确询问""谁饰演了Thelma""，直接回答演员姓名已准确满足查询需求，符合""关键信息一致""和""语义等价""的判断标准。",Geena Davis,True,0.35294117647058826,0.0,"预测答案""Geena Davis""完整包含了标准答案中的核心信息，即演员姓名，且与标准答案""Geena Davis played Thelma in Thelma and Louise""在语义上完全等价。尽管预测答案省略了动词和角色电影名称，但问题明确询问""谁饰演了Thelma""，直接回答演员姓名已准确满足查询需求，符合""关键信息一致""和""语义等价""的判断标准。"
"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Which character did Geena Davis play in the film A League of Their Own?,Geena Davis played the character Dottie Hinson.,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接提供了标准答案中的核心信息，即吉娜·戴维斯在电影《红粉联盟》中饰演的角色名称。虽然预测答案省略了“Geena Davis played the character”这一表述，但其内容与标准答案的语义完全等价，且关键信息准确无误。根据判断标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确回答了问题。,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接提供了标准答案中的核心信息，即吉娜·戴维斯在电影《红粉联盟》中饰演的角色名称。虽然预测答案省略了“Geena Davis played the character”这一表述，但其内容与标准答案的语义完全等价，且关键信息准确无误。根据判断标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确回答了问题。
"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Who played the husband of Dottie Hinson in the film A League of Their Own?,"Bill Pullman played Bob, the husband of Dottie Hinson.",Bill Pullman,True,0.33333333333333337,0.0,"预测答案“Bill Pullman”直接提供了标准答案中的核心信息，即演员姓名，而标准答案中“Bill Pullman played Bob, the husband of Dottie Hinson”虽然包含更多细节，但预测答案在语义上完全等价，因为它准确回答了问题所询问的扮演者身份，且没有引入错误或矛盾信息。根据判断标准，预测答案已涵盖关键信息，且措辞差异不影响意思一致性，因此正确。",Bill Pullman,True,0.33333333333333337,0.0,"预测答案“Bill Pullman”直接提供了标准答案中的核心信息，即演员姓名，而标准答案中“Bill Pullman played Bob, the husband of Dottie Hinson”虽然包含更多细节，但预测答案在语义上完全等价，因为它准确回答了问题所询问的扮演者身份，且没有引入错误或矛盾信息。根据判断标准，预测答案已涵盖关键信息，且措辞差异不影响意思一致性，因此正确。"
Who is the child of Chiang Hsiao-wen's father?,Who is Chiang Hsiao-wen's father?,Chiang Hsiao-wen's father is Chiang Ching-kuo.,Chiang Ching-kuo,True,0.5555555555555556,0.0,预测答案“Chiang Ching-kuo”直接提供了标准答案中的核心信息，即蒋孝文的父亲是蒋经国。虽然预测答案省略了标准答案中的完整句子结构“Chiang Hsiao-wen's father is...”，但它在语义上完全等价，准确回答了问题的主体关系，且没有引入任何矛盾或额外信息。根据判断标准，允许措辞上的细微差异，只要关键信息一致即可，因此预测答案正确回答了问题。,Chiang Ching-kuo,True,0.5555555555555556,0.0,预测答案“Chiang Ching-kuo”直接提供了标准答案中的核心信息，即蒋孝文的父亲是蒋经国。虽然预测答案省略了标准答案中的完整句子结构“Chiang Hsiao-wen's father is...”，但它在语义上完全等价，准确回答了问题的主体关系，且没有引入任何矛盾或额外信息。根据判断标准，允许措辞上的细微差异，只要关键信息一致即可，因此预测答案正确回答了问题。
"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",Who played Thelma in the movie 'Thelma and Louise'?,Geena Davis played Thelma in the movie 'Thelma & Louise'.,Geena Davis,True,0.35294117647058826,0.0,预测答案“Geena Davis”完整包含了标准答案中的核心信息，即演员姓名，且与标准答案“Geina Davis played Thelma in the movie 'Thelma & Louise'”在语义上完全等价。尽管预测答案省略了电影名称和角色描述等细节，但问题明确询问“谁饰演了Thelma”，因此直接提供演员姓名已足够准确回答。措辞上的简化不影响关键信息的一致性，符合判断标准中的语义等价原则。,Geena Davis,True,0.35294117647058826,0.0,预测答案“Geena Davis”完整包含了标准答案中的核心信息，即演员姓名，且与标准答案“Geina Davis played Thelma in the movie 'Thelma & Louise'”在语义上完全等价。尽管预测答案省略了电影名称和角色描述等细节，但问题明确询问“谁饰演了Thelma”，因此直接提供演员姓名已足够准确回答。措辞上的简化不影响关键信息的一致性，符合判断标准中的语义等价原则。
"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",Which character did Geena Davis play in the movie 'A League of Their Own'?,Geena Davis played the character Dottie Hinson.,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接提供了标准答案中的核心信息，即吉娜·戴维斯在电影《红粉联盟》中饰演的角色名称。尽管预测答案省略了“Geena Davis played the character”这一背景描述，但其内容在语义上与标准答案完全等价，且关键信息准确无误。根据评估标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确回答了问题。,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接提供了标准答案中的核心信息，即吉娜·戴维斯在电影《红粉联盟》中饰演的角色名称。尽管预测答案省略了“Geena Davis played the character”这一背景描述，但其内容在语义上与标准答案完全等价，且关键信息准确无误。根据评估标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确回答了问题。
"What is the movie starring Preity Zinta, Madhuri Dixit and the spouse of Kajol?","Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn","The movie 'Yeh Raaste Hain Pyaar Ke' (2001) stars Preity Zinta, Madhuri Dixit, and Ajay Devgn.","Yeh Raaste Hain Pyaar Ke, Love Kiya Aur Lag Gayi",False,0.3555555555555555,0.0,预测答案虽然包含了标准答案中的电影名称“Yeh Raaste Hain Pyaar Ke”，但错误地添加了另一部电影“Love Kiya Aur Lag Gayi”，而后者并非由问题中提到的三位演员共同出演。标准答案明确指出只有一部电影符合条件，即《Yeh Raaste Hain Pyaar Ke》（2001），而预测答案的多余信息导致语义不一致，未能准确反映问题的要求，因此不能视为正确回答。,"Yeh Raaste Hain Pyaar Ke, Dil Kya Kare, Pyar Ka Devta",False,0.37499999999999994,0.0,预测答案虽然包含了标准答案中的电影《Yeh Raaste Hain Pyaar Ke》，但额外添加了《Dil Kya Kare》和《Pyar Ka Devta》这两部电影，而这两部电影并不符合问题要求。问题明确询问的是同时由Preity Zinta、Madhuri Dixit和Ajay Devgn三位演员共同主演的电影，标准答案正确指出只有《Yeh Raaste Hain Pyaar Ke》满足这一条件。预测答案的额外信息引入了不准确的内容，导致语义上与标准答案不完全等价，因此未能正确回答问题。
The territory containing Bansaan Island is located at which island?,Where is Bansaan Island located?,"Bansaan Island is a boomerang-shaped island located off the mid-northern coast of Bohol Island, Philippines, and is part of the municipality of Talibon.","Bansaan is a boomerang-shaped island located off the mid-northern coast of Bohol Island, part of the municipality of Talibon, province.",True,0.912280701754386,0.0,岛屿的形状（boomerang-shaped）、地理位置（off the mid-northern coast of Bohol Island）以及行政归属（part of the municipality of Talibon）。虽然预测答案省略了“Philippines”一词，但通过提及“Bohol Island”和“Talibon”已隐含了菲律宾的语境，且添加“province”一词进一步明确了行政层级，整体语义与标准答案完全等价，符合允许措辞差异的要求。,"Bansaan is a boomerang-shaped island located off the mid-northern coast of Bohol Island, part of the municipality of Talibon, province.",True,0.912280701754386,0.0,岛屿的形状（boomerang-shaped）、地理位置（off the mid-northern coast of Bohol Island）以及行政归属（part of the municipality of Talibon）。虽然预测答案省略了“Philippines”一词，但通过提及“Bohol Island”和“Talibon”已隐含了菲律宾的语境，且添加“province”一词进一步明确了行政层级，整体语义与标准答案完全等价，符合允许措辞差异的要求。
In which district was Ernie Watts born?,Where was Ernie Watts born?,Woolhampton in Berkshire,Woolhampton in Berkshire,True,1.0,1.0,预测答案“Woolhampton in Berkshire”与标准答案完全一致，不仅包含了地点“Woolhampton”和所属区域“Berkshire”这两个关键信息，而且在语义和措辞上没有任何差异。这种精确匹配确保了答案完全正确地回答了问题，无需任何修正或补充，符合所有判断标准。,Woolhampton in Berkshire,True,1.0,1.0,预测答案“Woolhampton in Berkshire”与标准答案完全一致，不仅包含了地点“Woolhampton”和所属区域“Berkshire”这两个关键信息，而且在语义和措辞上没有任何差异。这种精确匹配确保了答案完全正确地回答了问题，无需任何修正或补充，符合所有判断标准。
In which county was James Finch born?,Where was James Finch born?,"Lynn Haven, Florida","1950, Lynn Haven, Florida",True,0.4,0.0,"预测答案“1950, Lynn Haven, Florida”完整包含了标准答案“Lynn Haven, Florida”的关键信息，即出生地点。尽管预测答案额外提供了出生年份“1950”，但这并未改变或偏离核心地理信息的准确性，两者在语义上完全等价，都正确指出了James Finch的出生地。根据判断标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确回答了问题。","1950, Lynn Haven, Florida",True,0.4,0.0,"预测答案“1950, Lynn Haven, Florida”完整包含了标准答案“Lynn Haven, Florida”的关键信息，即出生地点。尽管预测答案额外提供了出生年份“1950”，但这并未改变或偏离核心地理信息的准确性，两者在语义上完全等价，都正确指出了James Finch的出生地。根据判断标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确回答了问题。"
In which county was James Finch born?,"Which county is Lynn Haven, Florida located in?",Bay County,Bay County,True,1.0,1.0,预测答案“Bay County”与标准答案完全一致，不仅包含了关键信息“Bay County”，而且在语义上完全等价，没有任何措辞差异。该答案直接、准确地回答了问题，明确指出佛罗里达州林黑文市位于贝县，符合所有判断标准，因此是正确的。,Bay County,True,1.0,1.0,预测答案“Bay County”与标准答案完全一致，不仅包含了关键信息“Bay County”，而且在语义上完全等价，没有任何措辞差异。该答案直接、准确地回答了问题，明确指出佛罗里达州林黑文市位于贝县，符合所有判断标准，因此是正确的。
Who was married to the star of No Escape?,Who starred in the movie No Escape?,"Valerie Hobson, Leslie Perrins, and Robert Cochran starred in the movie No Escape.","Valerie Hobson, Leslie Perrins and Robert Cochran",True,0.8387096774193548,0.0,预测答案完整列出了标准答案中的三位演员姓名——Valerie Hobson、Leslie Perrins 和 Robert Cochran，且顺序一致，仅缺少标点符号和连接词“and”的细微差异。这完全符合语义等价的要求，因为关键信息无遗漏、无错误，且表述核心内容与标准答案完全一致，因此正确回答了问题。,"Valerie Hobson, Leslie Perrins and Robert Cochran",True,0.8387096774193548,0.0,预测答案完整列出了标准答案中的三位演员姓名——Valerie Hobson、Leslie Perrins 和 Robert Cochran，且顺序一致，仅缺少标点符号和连接词“and”的细微差异。这完全符合语义等价的要求，因为关键信息无遗漏、无错误，且表述核心内容与标准答案完全一致，因此正确回答了问题。
Who was married to the star of No Escape?,"Which of the actors from No Escape (Valerie Hobson, Leslie Perrins, or Robert Cochran) was married and to whom?",Valerie Hobson was married to John Profumo.,"Valerie Hobson was married to John Profumo, who was a former British government minister.",True,0.7499999999999999,0.0,预测答案不仅完整包含了标准答案的核心信息——即Valerie Hobson与John Profumo的婚姻关系，还额外补充了John Profumo的身份细节，这并未改变或偏离原问题的核心要求。问题询问的是哪位演员已婚及其配偶身份，预测答案准确提供了Valerie Hobson作为正确答案，并确认了配偶姓名，与标准答案在语义上完全等价。措辞上的扩展（如添加“former British government minister”）属于合理补充，不影响答案的正确性，反而增强了信息的完整性。因此，预测答案正确回答了问题。,"Valerie Hobson was married to John Profumo, who was a former British government minister.",True,0.7499999999999999,0.0,预测答案不仅完整包含了标准答案的核心信息——即Valerie Hobson与John Profumo的婚姻关系，还额外补充了John Profumo的身份细节，这并未改变或偏离原问题的核心要求。问题询问的是哪位演员已婚及其配偶身份，预测答案准确提供了Valerie Hobson作为正确答案，并确认了配偶姓名，与标准答案在语义上完全等价。措辞上的扩展（如添加“former British government minister”）属于合理补充，不影响答案的正确性，反而增强了信息的完整性。因此，预测答案正确回答了问题。
Who is the other child of Chian Hsiao-chang's father?,Who is the father of Chian Hsiao-chang?,Chiang Ching-kuo,Chiang Ching-kuo,True,1.0,1.0,预测答案“Chiang Ching-kuo”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了关于Chian Hsiao-chang父亲身份的问题，符合所有判断标准，因此是正确的。,Chiang Ching-kuo,True,1.0,1.0,预测答案“Chiang Ching-kuo”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价，没有任何措辞差异。这直接准确地回答了关于Chian Hsiao-chang父亲身份的问题，符合所有判断标准，因此是正确的。
Who is the other child of Chian Hsiao-chang's father?,What are all the children of Chiang Ching-kuo?,"Chiang Ching-kuo had four legitimate children with his wife Faina Ipatyevna Vakhreva (Chiang Fang-liang): Chiang Hsiao-wen (eldest son), Chiang Hsiao-chang (daughter), Chiang Hsiao-wu (second son), and Chiang Hsiao-yung (youngest son). He also had two half-brothers with other mothers: Winston Chang and John Chiang.","Chiang Hsiao-wen, Chiang Hsiao-wu, Chiang Hsiao-chang, Hsiao-wen, Hsiao-chang, Hsiao-wu, Hsiao-yung, Winston Chang, John Chiang, Qiao Guanhua",False,0.4628099173553719,0.0,"预测答案虽然包含了标准答案中的部分关键信息，如蒋孝文、蒋孝武、蒋孝章、蒋孝勇以及章孝严（Winston Chang）、章孝慈（John Chiang），但存在严重错误和冗余。首先，预测答案错误地将“Hsiao-wen, Hsiao-chang, Hsiao-wu, Hsiao-yung”作为独立条目列出，这实际上与前面的全名重复，且未明确其身份关系；其次，预测答案中错误地加入了“Qiao Guanhua”（乔冠华），此人并非蒋经国的子女，属于无关信息。此外，预测答案未清晰区分婚生子女与非婚生子女（半兄弟），且遗漏了蒋孝章的正确英文名对应。因此，预测答案未能正确、完整地回答蒋经国所有子女的问题。","Chiang Hsiao-wen, Chiang Hsiao-chang, Chiang Hsiao-wu, Winston Chang, and John Chiang.",False,0.4752475247524752,0.0,预测答案未能完整包含标准答案中的所有关键信息。标准答案明确指出蒋经国有四名婚生子女（蒋孝文、蒋孝章、蒋孝武、蒋孝勇）以及两名同父异母的兄弟（章孝严、章孝慈），但预测答案仅列出了三名婚生子女（缺少蒋孝勇），并将两名同父异母的兄弟错误归类为“子女”，这既在亲属关系上存在语义偏差，又遗漏了重要信息。因此，预测答案在完整性和准确性上均不符合要求。
