Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?,"Greenfield, Indiana","Greenfield, Indiana",True,1.0,1.0,"预测答案“Greenfield, Indiana”与标准答案完全一致，不仅包含了关键信息“Greenfield, Indiana”，而且在语义上完全等价，没有任何措辞差异。这表明预测答案准确地回答了问题“Where was Mark Dismore born?”，提供了正确的出生地点，符合所有判断标准，包括信息完整性和语义一致性。","Greenfield, Indiana",True,1.0,1.0,"预测答案“Greenfield, Indiana”与标准答案完全一致，不仅包含了关键信息“Greenfield, Indiana”，而且在语义上完全等价，没有任何措辞差异。这表明预测答案准确地回答了问题“Where was Mark Dismore born?”，提供了正确的出生地点，符合所有判断标准，包括信息完整性和语义一致性。"
In which county is Mark Dismore's birthplace located?,"Which county is Greenfield, Indiana located in?","Greenfield, Indiana is located in Hancock County.",Hancock County,True,0.1818181818181818,0.0,"预测答案“Hancock County”直接提供了标准答案中的核心信息，即格林菲尔德市所在的县名。虽然预测答案省略了标准答案中“Greenfield, Indiana is located in”这一背景描述，但问题明确询问的是县名，预测答案在语义上完全等价于标准答案的关键内容，且措辞差异不影响信息准确性，符合判断标准中的语义等价原则。",Hancock County,True,0.1818181818181818,0.0,"预测答案“Hancock County”直接提供了标准答案中的核心信息，即格林菲尔德市所在的县名。虽然预测答案省略了标准答案中“Greenfield, Indiana is located in”这一背景描述，但问题明确询问的是县名，预测答案在语义上完全等价于标准答案的关键内容，且措辞差异不影响信息准确性，符合判断标准中的语义等价原则。"
Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,Piero di Cosimo de' Medici and Lucrezia Tornabuoni,True,0.7368421052631579,0.0,预测答案直接提供了Nannina de' Medici的父母姓名，即Piero di Cosimo de' Medici和Lucrezia Tornabuoni，这与标准答案中的关键信息完全一致。尽管预测答案省略了“Nannina de' Medici's parents were”这一表述，但核心内容在语义上与标准答案等价，且措辞差异不影响事实准确性。因此，预测答案正确回答了问题，符合所有判断标准。,Piero di Cosimo de' Medici and Lucrezia Tornabuoni,True,0.7368421052631579,0.0,预测答案直接提供了Nannina de' Medici的父母姓名，即Piero di Cosimo de' Medici和Lucrezia Tornabuoni，这与标准答案中的关键信息完全一致。尽管预测答案省略了“Nannina de' Medici's parents were”这一表述，但核心内容在语义上与标准答案等价，且措辞差异不影响事实准确性。因此，预测答案正确回答了问题，符合所有判断标准。
Who was the sibling of Nannina de' Medici?,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,Lorenzo de' Medici,False,0.32000000000000006,0.0,预测答案只列出了兄弟姐妹中的一位（Lorenzo de' Medici），但标准答案明确指出Nannina de' Medici的兄弟姐妹包括Lorenzo和Giuliano de' Medici两人。预测答案遗漏了关键信息，未能完整覆盖问题所询问的所有兄弟姐妹，因此在语义上不等价于标准答案，不符合正确回答的要求。,Lorenzo de' Medici,False,0.32000000000000006,0.0,预测答案只列出了兄弟姐妹中的一位（Lorenzo de' Medici），但标准答案明确指出Nannina de' Medici的兄弟姐妹包括Lorenzo和Giuliano de' Medici两人。预测答案遗漏了关键信息，未能完整覆盖问题所询问的所有兄弟姐妹，因此在语义上不等价于标准答案，不符合正确回答的要求。
What county is the NRHEG High School located in?,Where is NRHEG High School located?,"NRHEG High School is located in New Richland, Minnesota.","New Richland, Minnesota",True,0.5,0.0,"预测答案“New Richland, Minnesota”直接提供了标准答案中的核心地理位置信息，即学校所在的城市和州。虽然预测答案省略了“NRHEG High School is located in”这一表述，但其内容在语义上与标准答案完全等价，关键信息完整且准确，符合允许措辞差异的判断标准。因此，预测答案正确回答了问题。","New Richland, Minnesota",True,0.5,0.0,"预测答案“New Richland, Minnesota”直接提供了标准答案中的核心地理位置信息，即学校所在的城市和州。虽然预测答案省略了“NRHEG High School is located in”这一表述，但其内容在语义上与标准答案完全等价，关键信息完整且准确，符合允许措辞差异的判断标准。因此，预测答案正确回答了问题。"
What county is the NRHEG High School located in?,"Which county is New Richland, Minnesota located in?","New Richland is located in Waseca County, Minnesota.",Waseca County,True,0.42857142857142855,0.0,预测答案“Waseca County”直接提供了标准答案中的核心信息，即新里奇兰所在的县名。虽然预测答案省略了“New Richland is located in”和“Minnesota”等背景描述，但问题明确询问的是县名，预测答案在语义上与标准答案的关键部分完全等价，且没有引入任何错误或歧义信息，因此可以视为正确回答了问题。,Waseca County,True,0.42857142857142855,0.0,预测答案“Waseca County”直接提供了标准答案中的核心信息，即新里奇兰所在的县名。虽然预测答案省略了“New Richland is located in”和“Minnesota”等背景描述，但问题明确询问的是县名，预测答案在语义上与标准答案的关键部分完全等价，且没有引入任何错误或歧义信息，因此可以视为正确回答了问题。
Who founded the political party of Dimuthu Bandara Abayakoon?,What is the name of the political party of Dimuthu Bandara Abayakoon?,Janatha Vimukthi Peramuna,United People's Freedom Alliance,False,0,0.0,预测答案“United People's Freedom Alliance”与标准答案“Janatha Vimukthi Peramuna”在语义上完全不同，两者代表斯里兰卡不同的政治党派，前者是统一人民自由联盟，后者是人民解放阵线，它们并非同义词或等价表述。预测答案未能包含标准答案的关键信息，且意思完全不一致，因此无法正确回答问题。,United People's Freedom Alliance,False,0,0.0,预测答案“United People's Freedom Alliance”与标准答案“Janatha Vimukthi Peramuna”在语义上完全不同，两者代表斯里兰卡不同的政治党派，前者是统一人民自由联盟，后者是人民解放阵线，它们并非同义词或等价表述。预测答案未能包含标准答案的关键信息，且意思完全不一致，因此无法正确回答问题。
Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,"Patabendi Don Jinadasa Nandasiri Wijeweera, known as Rohana Wijeweera.",True,0.2777777777777778,0.0,"预测答案明确指出了“Patabendi Don Jinadasa Nandasiri Wijeweera, known as Rohana Wijeweera”是创始人，这与标准答案“Rohana Wijeweera”在语义上完全等价。预测答案不仅包含了标准答案的关键信息，还提供了更详细的姓名全称和别名，这进一步确认了身份的一致性，且没有与标准答案产生任何矛盾。因此，预测答案正确回答了问题，符合所有判断标准。","Patabendi Don Jinadasa Nandasiri Wijeweera, known as Rohana Wijeweera.",True,0.2777777777777778,0.0,"预测答案明确指出了“Patabendi Don Jinadasa Nandasiri Wijeweera, known as Rohana Wijeweera”是创始人，这与标准答案“Rohana Wijeweera”在语义上完全等价。预测答案不仅包含了标准答案的关键信息，还提供了更详细的姓名全称和别名，这进一步确认了身份的一致性，且没有与标准答案产生任何矛盾。因此，预测答案正确回答了问题，符合所有判断标准。"
When did military instruction start at the place where Larry Alcala was educated?,Where did Larry Alcala study?,"Larry Alcala estudió en la Universidad de Filipinas, donde obtuvo un título de Licenciado en Bellas Artes en Pintura.",University of the Philippines,True,0,0.0,预测答案“University of the Philippines”与标准答案中的“Universidad de Filipinas”在语义上完全等价，后者是西班牙语对菲律宾大学的直接翻译。标准答案的关键信息是拉里·阿尔卡拉在菲律宾大学学习，预测答案准确提取了这一核心内容，尽管省略了学位细节，但已正确回答了问题的主要部分，即学习地点。措辞上的差异不影响意思的一致性，因此预测答案正确。,University of the Philippines,True,0,0.0,预测答案“University of the Philippines”与标准答案中的“Universidad de Filipinas”在语义上完全等价，后者是西班牙语对菲律宾大学的直接翻译。标准答案的关键信息是拉里·阿尔卡拉在菲律宾大学学习，预测答案准确提取了这一核心内容，尽管省略了学位细节，但已正确回答了问题的主要部分，即学习地点。措辞上的差异不影响意思的一致性，因此预测答案正确。
When did military instruction start at the place where Larry Alcala was educated?,When did military instruction begin at the University of the Philippines?,Military instruction began at the University of the Philippines in 1912.,1922,False,0.25,0.0,预测答案“1922”与标准答案“1912”在年份上存在明显差异，这直接导致关键信息不一致。虽然两者都指向军事教育在菲律宾大学开始的具体时间点，但相差十年意味着预测答案未能准确反映历史事实。因此，预测答案在语义上不等价于标准答案，无法正确回答问题。,3 July 1922,False,0.4,0.0,预测答案“3 July 1922”与标准答案“1912”在年份上存在明显差异，这直接导致了关键信息的不一致。虽然两者都指向具体的日期或年份，但1922年与1912年相差十年，无法在语义上被视为等价。正确的回答应准确反映军事指导在菲律宾大学开始的年份为1912年，而预测答案提供了错误的时间点，因此未能正确回答问题。
What county shares a border with Cedar Springs?,Where is Cedar Springs located?,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.","Cedar Springs is an unincorporated community in west Falls County, Texas, United States. It is located on Farm-to-market road #2027.",True,0.962962962962963,0.0,明确指出Cedar Springs是德克萨斯州福尔斯县西部的一个非建制社区，并具体说明其位于Farm-to-market road #2027。尽管预测答案将位置信息分为两句话表述，而标准答案合并为一句，但两者在语义上完全等价，核心事实（地点性质、行政归属、具体道路）完全一致，措辞差异不影响信息准确性。,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States. It is located on Farm-to-market road #2027.",True,0.962962962962963,0.0,明确指出Cedar Springs是德克萨斯州福尔斯县西部的一个非建制社区，并具体说明其位于Farm-to-market road #2027。尽管预测答案将位置信息分为两句话表述，而标准答案合并为一句，但两者在语义上完全等价，核心事实（地点性质、行政归属、具体道路）完全一致，措辞差异不影响信息准确性。
What county shares a border with Cedar Springs?,"Which counties share a border with Falls County, Texas?",Bell County shares a border with Falls County.,"Bell County, Williamson County, and Knox County share a border with Falls County, Texas. (Note: This answer is inferred from the information given about other locations and their relation to Falls County, though direct border information is not explicitly stated in the provided documents.)",False,0.20408163265306123,0.0,预测答案声称贝尔县、威廉姆森县和诺克斯县与福尔斯县接壤，但标准答案仅确认贝尔县与福尔斯县接壤。预测答案中额外添加的威廉姆森县和诺克斯县可能不准确或缺乏依据，这导致信息超出标准答案范围且可能包含错误。因此，预测答案未能正确且等价地回答问题，因为它引入了未经证实的细节，违反了语义一致性原则。,"Bell County, Williamson County, and Knox County share a border with Falls County, Texas.",False,0.47619047619047616,0.0,预测答案声称Williamson County和Knox County与Falls County接壤，但根据标准答案，只有Bell County与Falls County接壤。预测答案中包含了错误的地理信息，这导致其与标准答案在语义上不等价，且超出了允许的细微措辞差异范围。因此，预测答案未能正确回答问题。
Bancroft's county borders what county?,Where is Bancroft located?,"Bancroft is located in Ontario, Canada.","Bancroft is located in Ontario, Canada and serves students in the northern portion of Hastings County.",True,0.6428571428571429,0.0,"预测答案明确包含了标准答案的关键信息“Bancroft is located in Ontario, Canada”，这完全符合标准答案的核心内容。虽然预测答案额外补充了“serves students in the northern portion of Hastings County”这一细节，但这并未改变或偏离标准答案的语义，反而提供了更多背景信息。根据判断标准，预测答案在语义上与标准答案等价，且措辞上的细微差异（如添加补充说明）不影响意思的一致性，因此可以认定为正确回答了问题。","Bancroft is located in Ontario, Canada and serves students in the northern portion of Hastings County.",True,0.6428571428571429,0.0,"预测答案明确包含了标准答案的关键信息“Bancroft is located in Ontario, Canada”，这完全符合标准答案的核心内容。虽然预测答案额外补充了“serves students in the northern portion of Hastings County”这一细节，但这并未改变或偏离标准答案的语义，反而提供了更多背景信息。根据判断标准，预测答案在语义上与标准答案等价，且措辞上的细微差异（如添加补充说明）不影响意思的一致性，因此可以认定为正确回答了问题。"
Bancroft's county borders what county?,"Which county is Bancroft, Ontario located in?","Bancroft, Ontario is located in Hastings County.",Hastings County,True,0.28571428571428575,0.0,"预测答案“Hastings County”直接提供了标准答案中的核心信息，即班克罗夫特所在的县名。虽然预测答案省略了“Bancroft, Ontario is located in”这一背景描述，但其内容与标准答案的关键事实完全一致，语义上等价，且措辞差异不影响信息准确性。因此，预测答案正确回答了问题。",Hastings County,True,0.28571428571428575,0.0,"预测答案“Hastings County”直接提供了标准答案中的核心信息，即班克罗夫特所在的县名。虽然预测答案省略了“Bancroft, Ontario is located in”这一背景描述，但其内容与标准答案的关键事实完全一致，语义上等价，且措辞差异不影响信息准确性。因此，预测答案正确回答了问题。"
Bancroft's county borders what county?,Which counties border Hastings County in Ontario?,Renfrew County and Haliburton County border Hastings County in Ontario.,"Renfrew County, Haliburton County",True,0.6363636363636364,0.0,"预测答案“Renfrew County, Haliburton County”完全包含了标准答案中的关键信息，即与Hastings County接壤的两个县。尽管预测答案省略了标准答案中的部分描述性语句（如“border Hastings County in Ontario”），但所列出的县名在语义上与标准答案等价，意思保持一致，且没有添加或遗漏任何关键实体。这种措辞上的细微差异不影响答案的正确性，因此预测答案正确回答了问题。","Wellington, Renfrew, and Haliburton counties border Hastings County in Ontario.",False,0.8387096774193549,0.0,预测答案错误地包含了“Wellington County”，而标准答案中并未提及该县。虽然预测答案正确包含了Renfrew和Haliburton两个县，但添加了不存在的边界信息，导致整体答案不准确。在评估中，预测答案必须与标准答案在关键信息上完全一致，任何额外或错误的信息都会使其被判定为错误，即使部分内容正确。
Who is the father of Empress Wang's husband?,Who is Empress Wang's husband?,"Empress Wang's husband was Yang Pu (Emperor Rui), the final ruler of the Chinese state Wu during the Five Dynasties and Ten Kingdoms period.",Yang Pu,True,0.07407407407407407,0.0,预测答案“Yang Pu”直接包含了标准答案中的核心关键信息，即王皇后的丈夫是杨溥。虽然预测答案省略了“Emperor Rui”和“Wu state during the Five Dynasties and Ten Kingdoms period”等背景细节，但这些内容属于补充说明，不影响对问题核心“丈夫是谁”的回答。在语义上，“Yang Pu”与标准答案的主体部分完全等价，且措辞简洁明确，符合允许细微差异的判断标准，因此预测答案正确回答了问题。,Yang Pu,True,0.07407407407407407,0.0,预测答案“Yang Pu”直接包含了标准答案中的核心关键信息，即王皇后的丈夫是杨溥。虽然预测答案省略了“Emperor Rui”和“Wu state during the Five Dynasties and Ten Kingdoms period”等背景细节，但这些内容属于补充说明，不影响对问题核心“丈夫是谁”的回答。在语义上，“Yang Pu”与标准答案的主体部分完全等价，且措辞简洁明确，符合允许细微差异的判断标准，因此预测答案正确回答了问题。
Who is the father of Empress Wang's husband?,Who was the father of Yang Pu (Emperor Rui of Wu)?,"Yang Pu's father was Yang Xingmi, a late-Tang Dynasty warlord and military governor of Huainan Circuit.",Yang Xingmi,True,0.25,0.0,预测答案“Yang Xingmi”直接提供了标准答案中的核心信息，即杨溥的父亲是杨行密。虽然预测答案省略了标准答案中关于杨行密身份（晚唐军阀、淮南节度使）的补充描述，但问题仅询问父子关系，预测答案在语义上完全等价于标准答案的关键点，准确回答了“杨溥的父亲是谁”这一核心问题，符合措辞差异允许范围。,Yang Xingmi,True,0.25,0.0,预测答案“Yang Xingmi”直接提供了标准答案中的核心信息，即杨溥的父亲是杨行密。虽然预测答案省略了标准答案中关于杨行密身份（晚唐军阀、淮南节度使）的补充描述，但问题仅询问父子关系，预测答案在语义上完全等价于标准答案的关键点，准确回答了“杨溥的父亲是谁”这一核心问题，符合措辞差异允许范围。
Who played the king that was king of england in 1951 in the king's speech?,Who was the king of England in 1951?,George VI was the King of the United Kingdom in 1951.,George VI,True,0.2666666666666667,0.0,"预测答案""George VI""直接提供了标准答案中的核心信息，即1951年英格兰国王的身份。虽然预测答案省略了标准答案中""King of the United Kingdom""的完整表述，但""英格兰国王""在历史语境中通常与""英国国王""同义，且乔治六世在1951年的统治事实明确无误。这种简洁回答完全符合语义等价原则，关键信息准确且无歧义，因此正确回答了问题。",George VI,True,0.2666666666666667,0.0,"预测答案""George VI""直接提供了标准答案中的核心信息，即1951年英格兰国王的身份。虽然预测答案省略了标准答案中""King of the United Kingdom""的完整表述，但""英格兰国王""在历史语境中通常与""英国国王""同义，且乔治六世在1951年的统治事实明确无误。这种简洁回答完全符合语义等价原则，关键信息准确且无歧义，因此正确回答了问题。"
Who played the king that was king of england in 1951 in the king's speech?,Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”完全符合标准答案，不仅包含了关键信息，而且在语义上与标准答案完全等价，没有任何措辞差异。该答案准确指出了在电影《国王的演讲》中饰演乔治六世国王的演员，直接回应了问题核心，信息精确无误，因此正确回答了问题。,Colin Firth,True,1.0,1.0,预测答案“Colin Firth”完全符合标准答案，不仅包含了关键信息，而且在语义上与标准答案完全等价，没有任何措辞差异。该答案准确指出了在电影《国王的演讲》中饰演乔治六世国王的演员，直接回应了问题核心，信息精确无误，因此正确回答了问题。
When was John's eldest son crowned?,Who is John's eldest son?,Henry III,Henry III,True,1.0,1.0,预测答案“Henry III”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价。该答案直接准确地回答了“John's eldest son”的身份问题，没有任何歧义或额外信息，符合历史事实中约翰王的长子为亨利三世这一公认记录。措辞上无任何差异，意思保持高度一致，因此可以明确判定为正确回答。,Henry III,True,1.0,1.0,预测答案“Henry III”与标准答案完全一致，不仅包含了关键信息，而且在语义上完全等价。该答案直接准确地回答了“John's eldest son”的身份问题，没有任何歧义或额外信息，符合历史事实中约翰王的长子为亨利三世这一公认记录。措辞上无任何差异，意思保持高度一致，因此可以明确判定为正确回答。
When was John's eldest son crowned?,When was John's eldest son crowned?,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1184,False,0.25,0.0,"预测答案“1184”与标准答案“May 11, 1284”在关键信息上存在根本性差异。标准答案明确指出约翰一世（塞浦路斯国王）于1284年5月11日加冕，而预测答案仅提供了错误的年份“1184”，这比实际时间早了整整一个世纪。此外，预测答案缺少具体的日期信息，且未提及人物身份，无法在语义上与标准答案等价，因此未能正确回答问题。",1284,True,0.25,0.0,预测答案“1284”准确包含了标准答案中的核心时间信息，即约翰一世（或耶路撒冷的约翰二世）加冕的年份。尽管预测答案省略了具体日期“5月11日”和人物全称，但问题询问的是“何时”，年份是回答的关键要素，语义上与标准答案的年份部分完全一致，符合允许措辞差异且意思保持等价的要求。
When was John's eldest son crowned?,When was John's eldest son crowned?,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1184,False,0.25,0.0,"预测答案“1184”与标准答案“May 11, 1284”在关键信息上存在根本性差异。标准答案明确指出约翰一世（塞浦路斯国王）于1284年5月11日加冕，而预测答案仅提供了错误的年份“1184”，这比实际时间早了整整一个世纪。此外，预测答案缺少具体的日期信息，且未提及人物身份，无法在语义上与标准答案等价，因此未能正确回答问题。",1284,True,0.25,0.0,预测答案“1284”准确包含了标准答案中的核心时间信息，即约翰一世（或耶路撒冷的约翰二世）加冕的年份。尽管预测答案省略了具体日期“5月11日”和人物全称，但问题询问的是“何时”，年份是回答的关键要素，语义上与标准答案的年份部分完全一致，符合允许措辞差异且意思保持等价的要求。
When was John's eldest son crowned?,When was John's eldest son crowned?,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,True,0.25,0.0,预测答案“1284”准确包含了标准答案中的核心时间信息，即约翰一世（或耶路撒冷的约翰二世）加冕的年份。尽管预测答案省略了具体日期“5月11日”和人物全称，但问题询问的是“何时”，年份是回答的关键要素，语义上与标准答案的年份部分完全一致，符合允许措辞差异且意思保持等价的要求。,1284,True,0.25,0.0,预测答案“1284”准确包含了标准答案中的核心时间信息，即约翰一世（或耶路撒冷的约翰二世）加冕的年份。尽管预测答案省略了具体日期“5月11日”和人物全称，但问题询问的是“何时”，年份是回答的关键要素，语义上与标准答案的年份部分完全一致，符合允许措辞差异且意思保持等价的要求。
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Who played Thelma in Thelma and Louise?,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,True,0.35294117647058826,0.0,预测答案“Geena Davis”完整包含了标准答案中的核心信息，即演员姓名，且与标准答案“Geena Davis played Thelma in Thelma and Louise”在语义上完全等价。尽管预测答案省略了电影名称和角色描述，但问题明确询问“谁饰演了《末路狂花》中的塞尔玛”，预测答案直接提供了准确的人物名称，足以正确回答问题，符合语义一致性和关键信息覆盖的要求。,Geena Davis,True,0.35294117647058826,0.0,预测答案“Geena Davis”完整包含了标准答案中的核心信息，即演员姓名，且与标准答案“Geena Davis played Thelma in Thelma and Louise”在语义上完全等价。尽管预测答案省略了电影名称和角色描述，但问题明确询问“谁饰演了《末路狂花》中的塞尔玛”，预测答案直接提供了准确的人物名称，足以正确回答问题，符合语义一致性和关键信息覆盖的要求。
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,What character did Geena Davis play in the movie A League of Their Own?,Geena Davis played the character Dottie Hinson.,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接提供了标准答案中的核心信息，即吉娜·戴维斯在电影《红粉联盟》中饰演的角色名称。尽管预测答案省略了“Geena Davis played the character”这一表述，但其内容在语义上与标准答案完全等价，且没有引入任何错误或歧义。根据评估标准，只要关键信息一致且意思相同，措辞上的简化是可接受的，因此预测答案正确回答了问题。,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接提供了标准答案中的核心信息，即吉娜·戴维斯在电影《红粉联盟》中饰演的角色名称。尽管预测答案省略了“Geena Davis played the character”这一表述，但其内容在语义上与标准答案完全等价，且没有引入任何错误或歧义。根据评估标准，只要关键信息一致且意思相同，措辞上的简化是可接受的，因此预测答案正确回答了问题。
"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Who played Thelma in Thelma and Louise?,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,True,0.35294117647058826,0.0,预测答案“Geena Davis”完整包含了标准答案中的核心信息，即演员姓名，且与标准答案“Geena Davis played Thelma in Thelma and Louise”在语义上完全等价。尽管预测答案省略了电影名称和角色描述，但问题明确询问“谁饰演了《末路狂花》中的塞尔玛”，预测答案直接提供了准确的人物名称，足以正确回答问题，符合语义一致性和关键信息覆盖的要求。,Geena Davis,True,0.35294117647058826,0.0,预测答案“Geena Davis”完整包含了标准答案中的核心信息，即演员姓名，且与标准答案“Geena Davis played Thelma in Thelma and Louise”在语义上完全等价。尽管预测答案省略了电影名称和角色描述，但问题明确询问“谁饰演了《末路狂花》中的塞尔玛”，预测答案直接提供了准确的人物名称，足以正确回答问题，符合语义一致性和关键信息覆盖的要求。
"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Which character did Geena Davis play in the film A League of Their Own?,Geena Davis played the character Dottie Hinson.,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接提供了标准答案中的核心信息，即吉娜·戴维斯在电影《红粉联盟》中饰演的角色名称。虽然预测答案省略了“Geena Davis played the character”这一部分描述性语句，但其内容与标准答案在语义上完全等价，且关键信息准确无误。根据判断标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确回答了问题。,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接提供了标准答案中的核心信息，即吉娜·戴维斯在电影《红粉联盟》中饰演的角色名称。虽然预测答案省略了“Geena Davis played the character”这一部分描述性语句，但其内容与标准答案在语义上完全等价，且关键信息准确无误。根据判断标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确回答了问题。
"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Who played the husband of Dottie Hinson in the film A League of Their Own?,"Bill Pullman played Bob, the husband of Dottie Hinson.",Bill Pullman,True,0.33333333333333337,0.0,"预测答案“Bill Pullman”直接提供了标准答案中的核心信息，即演员姓名。虽然预测答案省略了角色细节“Bob, the husband of Dottie Hinson”，但问题明确询问“谁扮演了丈夫”，预测答案准确给出了演员身份，与标准答案在语义上完全等价，且关键信息一致。这种简洁回答在常见问答场景中是可接受的，因为它直接回应了问题的核心要求。",Bill Pullman,True,0.33333333333333337,0.0,"预测答案“Bill Pullman”直接提供了标准答案中的核心信息，即演员姓名。虽然预测答案省略了角色细节“Bob, the husband of Dottie Hinson”，但问题明确询问“谁扮演了丈夫”，预测答案准确给出了演员身份，与标准答案在语义上完全等价，且关键信息一致。这种简洁回答在常见问答场景中是可接受的，因为它直接回应了问题的核心要求。"
Who is the child of Chiang Hsiao-wen's father?,Who is Chiang Hsiao-wen's father?,Chiang Hsiao-wen's father is Chiang Ching-kuo.,Chiang Ching-kuo,True,0.5555555555555556,0.0,预测答案“Chiang Ching-kuo”直接提供了标准答案中的核心信息，即蒋孝文的父亲是蒋经国。虽然预测答案省略了标准答案中的完整句子结构“Chiang Hsiao-wen's father is...”，但它在语义上完全等价，准确回答了问题中的关键点“父亲是谁”。这种措辞差异是允许的，因为答案简洁且意思保持一致，没有引入任何错误或歧义信息。,Chiang Ching-kuo,True,0.5555555555555556,0.0,预测答案“Chiang Ching-kuo”直接提供了标准答案中的核心信息，即蒋孝文的父亲是蒋经国。虽然预测答案省略了标准答案中的完整句子结构“Chiang Hsiao-wen's father is...”，但它在语义上完全等价，准确回答了问题中的关键点“父亲是谁”。这种措辞差异是允许的，因为答案简洁且意思保持一致，没有引入任何错误或歧义信息。
"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",Who played Thelma in the movie 'Thelma and Louise'?,Geena Davis played Thelma in the movie 'Thelma & Louise'.,Geena Davis,True,0.35294117647058826,0.0,"预测答案""Geena Davis""完整包含了标准答案中的核心信息，即演员姓名，且与标准答案""Geena Davis played Thelma in the movie 'Thelma & Louise'""在语义上完全等价。尽管预测答案省略了电影名称和角色描述等细节，但问题明确询问""谁饰演了Thelma""，因此直接提供演员姓名已足够准确回答。这种措辞差异不影响关键信息的正确性，符合""语义等价""的判断标准。",Geena Davis,True,0.35294117647058826,0.0,"预测答案""Geena Davis""完整包含了标准答案中的核心信息，即演员姓名，且与标准答案""Geena Davis played Thelma in the movie 'Thelma & Louise'""在语义上完全等价。尽管预测答案省略了电影名称和角色描述等细节，但问题明确询问""谁饰演了Thelma""，因此直接提供演员姓名已足够准确回答。这种措辞差异不影响关键信息的正确性，符合""语义等价""的判断标准。"
"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",Which character did Geena Davis play in the movie 'A League of Their Own'?,Geena Davis played the character Dottie Hinson.,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接提供了标准答案中的核心信息，即吉娜·戴维斯在电影《红粉联盟》中饰演的角色名称。虽然预测答案省略了“Geena Davis played the character”这一部分表述，但其内容与标准答案在语义上完全等价，且关键信息准确无误。根据判断标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确回答了问题。,Dottie Hinson,True,0.5,0.0,预测答案“Dottie Hinson”直接提供了标准答案中的核心信息，即吉娜·戴维斯在电影《红粉联盟》中饰演的角色名称。虽然预测答案省略了“Geena Davis played the character”这一部分表述，但其内容与标准答案在语义上完全等价，且关键信息准确无误。根据判断标准，允许措辞上的细微差异，只要意思保持一致即可，因此预测答案正确回答了问题。
